,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
361,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,586,2,,B1,33-65 29 STREET,,11106,2,0,2,"1,815","1,890",1925,1,B1,0,1/23/2023,40.7604713,-73.9284733
368,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,596,122,,B1,26-45 28 STREET,,11102,2,0,2,"2,357","2,508",1945,1,B1,1510000,6/2/2022,40.7696425,-73.9216979
377,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,621,38,,S2,33-16 BROADWAY,,11106,2,1,3,"1,799","3,780",1928,1,S2,2500000,8/12/2022,40.7607672,-73.9234085
382,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,625,51,,B1,30-14 34 STREET,,11103,2,0,2,"1,939","3,204",1901,1,B1,0,7/21/2022,40.7654773,-73.9195584
392,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,647,43,,B2,32-14 37 STREET,,11103,2,0,2,"2,500","1,500",1901,1,B2,0,2/24/2022,40.7594317,-73.9211756
410,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,679,5,,S2,41-09 BROADWAY,,11103,2,1,3,"3,500","2,250",1910,1,S2,1850000,12/8/2022,40.7586388,-73.9176933
423,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,689,3,,B3,24-45 43 STREET,,11103,2,0,2,"1,900","1,264",1930,1,B3,1149000,7/7/2022,40.7671517,-73.9086972
432,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,701,50,,B2,25-18 43 STREET,,11103,2,0,2,"2,575","2,260",1925,1,B2,0,10/25/2022,40.7664747,-73.9099256
438,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,708,15,,B1,32-59 45 STREET,,11103,2,0,2,"2,399","2,736",1930,1,B1,0,9/23/2022,40.7555223,-73.9159538
439,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,708,49,,B1,32-28 46 STREET,,11103,2,0,2,"2,408","3,150",1930,1,B1,0,2/28/2022,40.7561364,-73.9150181
442,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,710,13,,S2,44-10 31 AVENUE,,11103,2,1,3,"1,600","2,400",1930,1,S2,0,10/25/2022,40.7594566,-73.9136855
443,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,711,32,,B1,45-26 NEWTOWN ROAD,,11103,2,0,2,"1,620","1,825",1940,1,B1,616667,3/29/2022,40.757859,-73.9135901
457,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,728,73,,B1,30-48 47 STREET,,11103,2,0,2,"2,350","1,944",1910,1,B1,1365000,5/11/2022,40.7601514,-73.9106308
473,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,752,65,,B3,30-38 HOBART STREET,,11377,2,0,2,"2,000","1,962",1945,1,B3,1035000,10/3/2022,40.7588998,-73.9072286
490,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,783,7,,B3,42-16 DITMARS BOULEVARD,,11105,2,0,2,"2,000","1,393",1920,1,B3,0,3/5/2022,40.7713092,-73.9043483
495,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,793,29,,S2,23-63 STEINWAY STREET,,11105,2,1,3,"2,213","3,075",1910,1,S2,1400000,9/16/2022,40.7696639,-73.9095819
506,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,803,73,,S2,23-66 STEINWAY STREET,,11105,2,1,3,"2,499","2,400",1925,1,S2,0,12/8/2022,40.7697851,-73.9102424
510,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,813,56,,B2,18-32 STEINWAY STREET,,11105,2,0,2,"5,000","1,700",1920,1,B2,0,4/6/2022,40.779722,-73.898086
511,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,813,56,,B2,18-32 STEINWAY STREET,,11105,2,0,2,"5,000","1,700",1920,1,B2,0,5/5/2022,40.779722,-73.898086
523,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,824,23,,B1,21-27 35 STREET,,11105,2,0,2,"2,499","2,080",1930,1,B1,1475000,6/22/2022,40.7759145,-73.9072013
524,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,824,43,,B1,21-26 36 STREET,,11105,2,0,2,"2,500","2,080",1930,1,B1,0,3/21/2022,40.7757797,-73.9068765
525,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,825,7,,B1,20-65 36 STREET,,11105,2,0,2,"2,499","1,600",1925,1,B1,0,7/5/2022,40.7764344,-73.90524
538,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,832,55,,S2,33-08 DITMARS BOULEVARD,,11105,2,1,3,"2,000","4,200",1928,1,S2,2400000,12/23/2022,40.7749969,-73.9095566
544,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,834,146,,B1,23-34 35 STREET,,11105,2,0,2,"2,000","1,720",1935,1,B1,1190000,9/19/2022,40.7724765,-73.9122281
575,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,854,66,,B1,23-74 27 STREET,,11105,2,0,2,"2,442","2,600",1920,1,B1,0,11/22/2022,40.7746651,-73.9172944
578,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,858,4,,B3,26-09 DITMARS BOULEVARD,,11105,2,0,2,"2,000","2,061",1920,1,B3,1235000,4/14/2022,40.7782412,-73.9132243
582,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,861,40,,B1,25-10 HOYT AVENUE SOUTH,,11102,2,0,2,"2,156","2,678",1960,1,B1,1500000,5/4/2022,40.7726395,-73.9213369
583,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,862,25,,B1,24-23 CRESCENT STREET,,11102,2,0,2,"2,342","2,080",1930,1,B1,1375000,4/14/2022,40.774233,-73.9195984
586,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,862,58,,B1,24-58 26 STREET,,11102,2,0,2,"2,342","2,080",1930,1,B1,1500000,6/8/2022,40.7733332,-73.9202024
590,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,863,42,,B1,24-20 CRESCENT STREET,,11102,2,0,2,"2,442","2,080",1930,1,B1,0,3/6/2022,40.7746148,-73.9199193
591,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,863,46,,B1,24-30 CRESCENT STREET,,11102,2,0,2,"2,442","2,080",1930,1,B1,0,4/14/2022,40.7744201,-73.9201578
593,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,864,17,,B1,23-51 CRESCENT STREET,,11105,2,0,2,"2,399","2,080",1925,1,B1,1495000,7/26/2022,40.7757359,-73.917766
594,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,864,19,,B1,23-47 CRESCENT STREET,,11105,2,0,2,"2,399","2,080",1925,1,B1,1370000,10/27/2022,40.7758346,-73.9176467
598,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,866,5,,B3,22-71 CRESCENT STREET,,11105,2,0,2,"2,000","1,904",1925,1,B3,0,3/10/2022,40.7771564,-73.9160312
599,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,866,22,,B1,22-27 CRESCENT STREET,,11105,2,0,2,"2,499","2,000",1925,1,B1,0,10/12/2022,40.7780202,-73.9149758
603,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,867,144,,B1,22-30 CRESCENT STREET,,11105,2,0,2,"2,499","2,000",1920,1,B1,0,10/6/2022,40.7782155,-73.9155243
626,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,884,95,,B2,25-42 22 STREET,,11102,2,0,2,"2,000","1,768",1905,1,B2,0,6/29/2022,40.7732702,-73.9244158
640,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,892,87,,S2,19-31 DITMARS BOULEVARD,,11105,2,1,3,"1,520","4,560",1940,1,S2,0,3/16/2022,40.7807663,-73.9168499
648,4,ASTORIA,02 TWO FAMILY DWELLINGS,1,903,26,,B2,26-13 9 STREET,,11102,2,0,2,"3,038","1,914",1890,1,B2,1215000,7/29/2022,40.7751017,-73.9300606
662,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,566,48,,C0,23-48 BROADWAY,,11106,3,0,3,"1,849","2,506",1960,1,C0,0,11/4/2022,40.7634689,-73.9290404
666,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,580,14,,C0,32-21 CRESCENT STREET,,11106,3,0,3,"1,919","2,680",1950,1,C0,1525000,1/25/2023,40.7627715,-73.9286549
676,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,597,113,,C0,26-32 30 STREET,,11102,3,0,3,"2,499","2,835",1940,1,C0,0,8/23/2022,40.76971,-73.9200479
683,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,615,60,,C0,30-60 32 STREET,,11102,3,0,3,"2,499","2,340",1901,1,C0,0,9/22/2022,40.7651688,-73.9220244
695,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,653,71,,C0,25-30 38 STREET,,11103,3,0,3,"2,520","3,276",1901,1,C0,0,10/1/2022,40.7676713,-73.9133644
714,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,693,15,,C0,31-67 43 STREET,,11103,3,0,3,"2,500","3,162",1950,1,C0,0,5/16/2022,40.7584316,-73.9157913
721,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,702,48,,C0,25-12 44 STREET,,11103,3,0,3,"2,499","2,420",1960,1,C0,350000,7/28/2022,40.7662105,-73.909027
722,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,702,48,,C0,25-12 44 STREET,,11103,3,0,3,"2,499","2,420",1960,1,C0,425000,6/13/2022,40.7662105,-73.909027
723,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,708,32,,C0,32-17 45 STREET,,11103,3,0,3,"2,400","2,752",1975,1,C0,1665000,2/9/2022,40.7565016,-73.9151584
730,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,717,1,,C0,44-19 25 AVENUE,,11103,3,0,3,"1,900","2,066",1925,1,C0,0,9/1/2022,40.7663412,-73.9076623
733,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,722,25,,C0,32-33 46 STREET,,11103,3,0,3,"2,241","2,664",1930,1,C0,0,10/20/2022,40.7557327,-73.9146721
737,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,725,105,,C0,46-11 NEWTOWN ROAD,,11103,3,0,3,"1,662","2,446",1955,1,C0,0,12/1/2022,40.7575895,-73.9128866
746,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,758,31,,C0,48-20 DITMARS BOULEVARD,,11105,3,0,3,"1,802","1,960",1960,1,C0,1394350,4/29/2022,40.7687233,-73.9006588
747,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,759,12,,C0,22-41 47 STREET,,11105,3,0,3,"2,000","2,680",1965,1,C0,0,5/5/2022,40.7687634,-73.9026335
761,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,807,53,,C0,21-54 STEINWAY STREET,,11105,3,0,3,"2,000","2,425",1950,1,C0,0,7/7/2022,40.7736679,-73.9055003
777,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,864,15,,C0,23-57 CRESCENT STREET,,11105,3,0,3,"2,399","2,080",1925,1,C0,1650000,7/27/2022,40.7756399,-73.9178853
780,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,872,56,,C0,24-06 HOYT AVENUE SOUTH,,11102,3,0,3,"1,911","1,680",1945,1,C0,0,12/30/2022,40.7731671,-73.922127
793,4,ASTORIA,03 THREE FAMILY DWELLINGS,1,883,22,,C0,21-06 HOYT AVENUE SOUTH,,11102,3,0,3,"1,741","2,620",1960,1,C0,1350000,4/20/2022,40.7742579,-73.9238876
827,4,ASTORIA,05 TAX CLASS 1 VACANT LAND,1B,910,7,,V0,26-33 3 STREET,,11102,0,0,0,"2,550",0,,1,V0,0,12/16/2022,40.7754141,-73.9337683
830,4,ASTORIA,05 TAX CLASS 1 VACANT LAND,4,914,22,,E2,2-24 26TH AVENUE,,11102,0,1,1,"43,337",0,1924,1,V0,7400000,2/3/2022,40.7762404,-73.9341105
834,4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2B,515,1,,C1,30-12 14 STREET,,11102,8,0,8,"3,000","5,400",1960,2,C1,0,9/22/2022,40.7706198,-73.9304661
845,4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,573,3,,C3,27-11 NEWTOWN AVENUE,,11102,4,0,4,"1,826","3,500",1983,2,C3,1625000,6/7/2022,40.7697254,-73.9224198
850,4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,607,15,,C2,34-33 30 STREET,,11106,6,0,6,"2,067","4,212",1923,2,C2,1060000,3/25/2022,40.7590797,-73.9285036
855,4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,612,52,,C3,32-40 33 STREET,,11106,4,0,4,"2,375","3,200",1924,2,C3,0,3/8/2022,40.7603482,-73.9248492
900,4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,691,5,,C2,43-09 34 AVENUE,,11101,6,0,6,"2,499","3,750",1929,2,C2,0,6/24/2022,40.7555896,-73.9179425
959,4,ASTORIA,07 RENTALS - WALKUP APARTMENTS,2A,892,92,,C2,19-21 DITMARS BOULEVARD,,11105,6,0,6,"2,542","6,075",1931,2,C2,0,2/7/2022,40.7809833,-73.917106
967,4,ASTORIA,08 RENTALS - ELEVATOR APARTMENTS,2,910,27,,D3,26-12 4 STREET,,11102,18,0,18,"5,159","15,270",2021,2,D3,0,2/16/2022,40.7758474,-73.933118
1254,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,509,31,,S3,28-09 8 STREET,,11102,3,1,4,"2,100","1,720",1916,2,S3,770000,5/11/2022,40.7729264,-73.9322472
1258,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,540,23,,S3,14-27 ASTORIA BOULEVARD,,11102,3,1,4,"2,475","4,900",2003,2,S3,2775000,3/18/2022,40.7724216,-73.9279803
1260,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,573,17,,S5,25-05 NEWTOWN AVENUE,,11102,5,1,6,"2,014","3,500",1925,2,S5,0,6/24/2022,40.770456,-73.9232349
1264,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,658,7,,S4,38-03 BROADWAY,,11103,4,1,5,"2,499","4,350",1930,2,S4,1525000,6/29/2022,40.7594552,-73.9194249
1266,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,682,208,,S9,30-93 41 STREET,,11103,3,2,5,725,"2,112",1920,2,S9,1025000,10/20/2022,40.76116,-73.9159394
1267,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,684,37,,S4,25-21 STEINWAY STREET,,11103,4,1,5,"2,000","3,180",1922,2,S4,2295000,7/11/2022,40.7672667,-73.9118704
1268,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,793,68,,S5,23-17 STEINWAY STREET,,11105,5,1,6,"2,000","4,380",1930,2,S5,0,8/4/2022,40.7704645,-73.9085411
1269,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,793,72,,S5,23-07 STEINWAY STREET,,11105,5,1,6,"2,000","4,360",1930,2,S5,0,3/10/2022,40.7706647,-73.9082953
1270,4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,832,59,,S9,33-20 DITMARS BOULEVARD,,11105,2,3,5,"2,000","4,520",1928,2,S9,0,7/28/2022,40.7747661,-73.9092356
1310,4,ASTORIA,21 OFFICE BUILDINGS,4,619,19,,O7,31-11 NEWTOWN AVENUE,,11102,0,3,3,"2,014","6,500",1995,4,O7,0,12/14/2022,40.7674321,-73.9203322
1311,4,ASTORIA,21 OFFICE BUILDINGS,4,619,19,,O7,31-11 NEWTOWN AVENUE,,11102,0,3,3,"2,014","6,500",1995,4,O7,2850000,1/31/2023,40.7674321,-73.9203322
1312,4,ASTORIA,21 OFFICE BUILDINGS,4,619,19,,O7,31-11 NEWTOWN AVENUE,,11102,0,3,3,"2,015","5,000",1995,4,O7,0,3/8/2022,40.7674321,-73.9203322
1313,4,ASTORIA,21 OFFICE BUILDINGS,4,619,20,,O7,31-09 NEWTOWN AVENUE,,11102,0,3,3,"2,014","6,500",1995,4,O7,0,12/14/2022,40.767476,-73.9203827
1314,4,ASTORIA,21 OFFICE BUILDINGS,4,619,20,,O7,31-09 NEWTOWN AVENUE,,11102,0,3,3,"2,014","6,500",1995,4,O7,2850000,1/31/2023,40.767476,-73.9203827
1315,4,ASTORIA,21 OFFICE BUILDINGS,4,619,20,,O7,31-09 NEWTOWN AVENUE,,11102,0,3,3,"2,015","5,000",1995,4,O7,0,3/8/2022,40.767476,-73.9203827
1323,4,ASTORIA,22 STORE BUILDINGS,4,656,46,,K1,32-22 STEINWAY STREET,,11103,0,1,1,"1,800","1,555",1930,4,K1,1470000,2/28/2022,40.7585167,-73.9197293
1324,4,ASTORIA,22 STORE BUILDINGS,4,656,70,,K1,32-84 STEINWAY STREET,,11103,0,4,4,"9,449","8,420",1950,4,K1,9000000,11/30/2022,40.7570135,-73.9209475
1326,4,ASTORIA,22 STORE BUILDINGS,4,660,52,,K2,30-16 STEINWAY STREET,,11103,0,3,3,"2,267","3,625",1928,4,K2,2175000,12/9/2022,40.763597,-73.9155934
1327,4,ASTORIA,22 STORE BUILDINGS,4,662,37,,K1,28-42 STEINWAY STREET,,11103,0,2,2,"2,615","4,950",1926,4,K1,1650000,4/7/2022,40.7645626,-73.9148088
1328,4,ASTORIA,22 STORE BUILDINGS,4,678,30,,K2,31-27 STEINWAY STREET,,11103,0,2,2,"5,870","13,635",1928,4,K2,0,9/12/2022,40.7604173,-73.9174745
1333,4,ASTORIA,27 FACTORIES,4,502,30,,F5,31-54 12 STREET,,11106,0,2,2,"3,284","3,300",1930,4,F5,0,7/2/2022,40.7676305,-73.9346858
1334,4,ASTORIA,27 FACTORIES,4,519,22,,F9,31-49 12 STREET,,11106,0,1,1,"8,700","5,500",1910,4,F9,2400000,9/9/2022,40.7673639,-73.9341085
1336,4,ASTORIA,27 FACTORIES,4,733,11,,F4,24-81 47 STREET,,11103,0,1,1,"4,999","5,000",1933,4,F4,3900000,12/14/2022,40.7657054,-73.9054899
1354,4,ASTORIA,29 COMMERCIAL GARAGES,4,735,22,,G7,49-16 NEWTOWN ROAD,,11103,0,0,0,"19,262",0,,4,G7,6820000,1/20/2023,40.7547591,-73.9121287
1355,4,ASTORIA,29 COMMERCIAL GARAGES,4,735,33,,G7,49-02 NEWTOWN ROAD,,11103,0,0,0,"4,753",0,,4,G7,6820000,1/20/2023,40.7550582,-73.9120201
1359,4,ASTORIA,30 WAREHOUSES,4,502,38,,E1,11-25 BROADWAY,,11106,0,1,1,"5,327","5,295",1951,4,E1,0,12/7/2022,40.7672766,-73.934975
1360,4,ASTORIA,30 WAREHOUSES,4,505,14,,E1,30-55 VERNON BOULEVARD,,11102,0,2,2,"37,115","24,000",1961,4,E1,25000000,8/25/2022,40.7706438,-73.9339644
1366,4,ASTORIA,31 COMMERCIAL VACANT LAND,4,531,11,,V1,14-35 BROADWAY,,11106,0,0,0,"3,422",0,,4,V1,2600000,11/17/2022,40.7659494,-73.9323626
1372,4,ASTORIA,35 INDOOR PUBLIC AND CULTURAL FACILITIES,4,566,50,,P5,23-56 BROADWAY,,11106,0,1,1,"6,384","8,670",1949,4,P5,4750000,8/4/2022,40.7633315,-73.9288095
1481,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5802,8,,A1,201-04 24 ROAD,,11360,1,0,1,"5,000","2,404",1960,1,A1,1430000,2/3/2022,40.7751462,-73.790279
1490,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5968,1,,A1,27-01 UTOPIA PARKWAY,,11358,1,0,1,"4,120","1,930",1935,1,A1,1499000,8/10/2022,40.7729538,-73.7921814
1491,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5968,7,,A0,198-18 27 AVENUE,,11358,1,0,1,"4,794","1,141",1945,1,A0,800000,1/11/2023,40.7729284,-73.7917663
1494,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5969,59,,A1,26-11 200 STREET,,11360,1,0,1,"6,240","1,288",1950,1,A1,990000,8/22/2022,40.7739454,-73.7910735
1500,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5971,40,,A0,28-27 JORDAN STREET,,11358,1,0,1,"3,841","1,195",1950,1,A0,125000,1/4/2023,40.77156,-73.7909546
1505,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5976,46,,A1,28-37 201 STREET,,11360,1,0,1,"3,866","1,886",1945,1,A1,1220000,11/30/2022,40.7718531,-73.7890908
1508,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5977,55,,A2,28-21 202 STREET,,11360,1,0,1,"4,000","1,495",1930,1,A2,999000,2/3/2022,40.7724776,-73.7884064
1520,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5990,32,,A2,28-04 CORPORAL KENNEDY ST,,11360,1,0,1,"6,139","1,490",1960,1,A2,1350000,9/21/2022,40.774774,-73.7820049
1528,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5995,93,,A2,28-15 CORPORAL KENNEDY ST,,11360,1,0,1,"5,049","2,352",1950,1,A2,1150000,9/21/2022,40.7748908,-73.7813366
1537,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6002,43,,A1,214-38 26 AVENUE,,11360,1,0,1,"8,540","2,732",1935,1,A1,0,3/17/2022,40.7787226,-73.7743084
1541,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6004,23,,A3,215-39 26 AVENUE,,11360,1,0,1,"15,484","2,528",1940,1,A3,2400000,3/7/2022,40.7801543,-73.7723573
1544,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6008,27,,A2,24-57 LITTLE NECK BLVD,,11360,1,0,1,"10,160","4,320",1960,1,A2,0,4/22/2022,40.7803722,-73.7701684
1550,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6017,64,,A1,28-56 215 PLACE,,11360,1,0,1,"5,000","2,366",1950,1,A1,1695000,2/4/2022,40.7764447,-73.7716515
1555,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6019,53,,A1,28-27 LITTLE NECK BLVD,,11360,1,0,1,"3,990","1,624",1965,1,A1,999000,11/17/2022,40.778223,-73.7687243
1557,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6020,1,,A5,29-01 UTOPIA PARKWAY,,11358,1,0,1,"1,785","1,258",1945,1,A5,830000,6/7/2022,40.7703047,-73.7919297
1563,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6023,45,,A1,29-09 200 STREET,,11360,1,0,1,"3,700","1,280",1910,1,A1,0,2/25/2022,40.7707065,-73.7895132
1564,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6025,21,,A5,32-42 JORDAN STREET,,11358,1,0,1,"3,107","1,080",1925,1,A5,805000,10/11/2022,40.7682316,-73.7899831
1569,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6026,46,,A5,32-39 JORDAN STREET,,11358,1,0,1,"1,957","1,200",1925,1,A5,442000,11/23/2022,40.7684556,-73.7893687
1570,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6026,47,,A5,32-37 JORDAN STREET,,11358,1,0,1,"1,957","1,200",1925,1,A5,787000,7/6/2022,40.768505,-73.7893938
1571,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6026,57,,A5,32-17 JORDAN STREET,,11358,1,0,1,"1,958","1,155",1925,1,A5,790000,4/8/2022,40.7690105,-73.7896557
1573,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6027,51,,A5,32-29 200 STREET,,11361,1,0,1,"1,958","1,265",1930,1,A5,0,4/20/2022,40.7689675,-73.788627
1577,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6032,59,,A5,32-13 202 STREET,,11361,1,0,1,"1,957","1,080",1920,1,A5,0,6/15/2022,40.7698896,-73.7870825
1581,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6042,24,,A1,30-12 CORPORAL KENNEDY ST,,11360,1,0,1,"4,182","1,742",1940,1,A1,0,5/6/2022,40.7728374,-73.7811917
1588,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6053,38,,A2,29-34 BELL BOULEVARD,,11360,1,0,1,"3,800","1,120",1960,1,A2,1100000,2/15/2022,40.7741709,-73.7752228
1605,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6062,25,,A5,32-04 213 STREET,,11361,1,0,1,"3,125","1,484",1935,1,A5,0,5/4/2022,40.7732967,-73.7759695
1607,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6063,54,,A5,32-50 BELL BOULEVARD,,11361,1,0,1,"2,400","1,040",1940,1,A5,950000,4/19/2022,40.7721554,-73.7747927
1608,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6074,16,,A5,33-16 JORDAN STREET,,11358,1,0,1,"2,413","1,080",1930,1,A5,799000,3/17/2022,40.7672095,-73.7893979
1612,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6075,41,,A5,33-25 JORDAN STREET,,11358,1,0,1,"1,842","1,080",1930,1,A5,835000,12/27/2022,40.7671451,-73.7886977
1617,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6077,22,,A5,34-30 JORDAN STREET,,11358,1,0,1,"2,188",970,1930,1,A5,850000,3/15/2022,40.7654841,-73.7884431
1618,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6078,65,,A1,34-29 JORDAN STREET,,11358,1,0,1,"2,450","1,290",1920,1,A1,0,5/6/2022,40.7655819,-73.7878904
1619,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6078,71,,A1,34-17 JORDAN STREET,,11358,1,0,1,"2,450","1,290",1920,1,A1,890000,4/13/2022,40.765961,-73.7880842
1627,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6085,12,,A1,34-16 204 STREET,,11361,1,0,1,"4,029","1,800",1940,1,A1,1310000,7/22/2022,40.7671809,-73.7843258
1632,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6087,31,,A5,205-11 34 AVENUE,,11361,1,0,1,"1,863","1,284",1925,1,A5,0,5/18/2022,40.7683314,-73.7830982
1637,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6095,11,,A2,33-34 CORPORAL KENNEDY ST,,11361,1,0,1,"3,460","1,946",1962,1,A2,998000,7/13/2022,40.7695844,-73.7794767
1644,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6100,25,,A1,209-51 33 ROAD,,11361,1,0,1,"3,999","1,400",1930,1,A1,990000,9/30/2022,40.770417,-73.7785605
1653,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6111,7,,A2,211-18 34 ROAD,,11361,1,0,1,"3,999","2,308",1980,1,A2,1050000,11/10/2022,40.7690885,-73.7757165
1667,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6159,51,,A0,36-17 CLEARVIEW EXPRESSWAY,,11361,1,0,1,"4,600","1,340",1945,1,A0,425000,4/14/2022,40.7654595,-73.7797322
1668,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6162,37,,A1,35-29 CORPORAL KENNEDY ST,,11361,1,0,1,"3,999","1,440",1935,1,A1,998000,1/19/2023,40.7672093,-73.7776181
1669,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6162,41,,A2,35-21 CORPORAL KENNEDY ST,,11361,1,0,1,"3,999","1,575",1935,1,A2,0,12/9/2022,40.7674127,-73.7777294
